grade_ENG,grade_MTH,grade_PHY,grade_CHM,grade_BIO,grade_ECO,grade_GEO,grade_GOV,grade_HIS,grade_LIT,grade_ACC,grade_COM,grade_ARA,grade_ISL,utme_ENG,utme_MTH,utme_PHY,utme_CHM,utme_BIO,utme_ECO,utme_GEO,utme_GOV,utme_HIS,utme_LIT,utme_ACC,utme_COM,utme_ARA,utme_ISL,strength_ENG,strength_MTH,strength_PHY,strength_CHM,strength_BIO,strength_ECO,strength_GEO,strength_GOV,strength_HIS,strength_LIT,strength_ACC,strength_COM,strength_ARA,strength_ISL,weakness_ENG,weakness_MTH,weakness_PHY,weakness_CHM,weakness_BIO,weakness_ECO,weakness_GEO,weakness_GOV,weakness_HIS,weakness_LIT,weakness_ACC,weakness_COM,weakness_ARA,weakness_ISL,career_interest,work_environment,aptitude,label
C4,C4,B2,C5,C5,C4,NONE,NONE,NONE,C5,NONE,NONE,C4,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Education & Teaching,Health & Life Sciences,3,Education and Mathematics
C4,C4,NONE,NONE,NONE,A1,C6,NONE,C5,C5,C5,NONE,NONE,D7,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sciences & Mathematics,Engineering & Computing,5,Social Work
C6,B2,B3,NONE,NONE,C4,C6,NONE,NONE,C4,D7,C4,NONE,NONE,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Sciences & Mathematics,Arts & Humanities,3,Social Work
C4,A1,B2,A1,A1,NONE,NONE,C5,NONE,NONE,NONE,D7,D7,NONE,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Education & Teaching,Arts & Humanities,5,Education and Mathematics
B3,C5,B2,B3,NONE,C5,B3,NONE,NONE,NONE,E8,C4,NONE,NONE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Sciences & Mathematics,4,Industrial Mathematics
C6,B2,C4,B3,NONE,NONE,A1,B2,NONE,NONE,NONE,NONE,D7,F9,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Arts & Humanities,Law & Legal Studies,1,Architecture
C6,C6,NONE,B3,C5,NONE,C4,C4,C6,NONE,NONE,NONE,C4,NONE,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Business & Management,Health & Life Sciences,3,Biological Sciences
B3,B2,B2,NONE,B3,NONE,B2,C4,C4,NONE,NONE,NONE,B2,NONE,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Sciences & Mathematics,2,International Relations
B3,B2,C5,C6,B3,A1,NONE,C5,NONE,NONE,B3,NONE,NONE,NONE,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Education & Teaching,Education & Teaching,5,Education and Mathematics
B2,B2,NONE,NONE,NONE,A1,C4,NONE,C5,E8,NONE,C5,B3,NONE,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Public Service & Social Science,Health & Life Sciences,2,Social Work
B2,B2,B2,B2,NONE,NONE,C4,B3,NONE,F9,C6,NONE,NONE,NONE,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Sciences & Mathematics,Business & Management,4,Architecture
B2,E8,NONE,NONE,C5,NONE,NONE,A1,NONE,B3,NONE,E8,C6,C6,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Agriculture & Environmental Science,Health & Life Sciences,4,Islamic Law (Sharia)
C5,C6,B3,C4,B2,NONE,B2,NONE,B3,NONE,NONE,NONE,B2,NONE,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Business & Management,Public Service & Social Science,1,Medical Laboratory Science
C6,B2,E8,NONE,NONE,NONE,C6,B2,B3,D7,NONE,NONE,NONE,C5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Health & Life Sciences,Public Service & Social Science,3,International Relations
B2,B2,B3,B2,NONE,C4,NONE,A1,B2,NONE,C6,NONE,NONE,NONE,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Public Service & Social Science,Law & Legal Studies,3,Industrial Mathematics
C6,A1,C5,B2,B3,NONE,C4,E8,NONE,A1,NONE,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Public Service & Social Science,Arts & Humanities,1,Biochemistry
A1,C5,B3,B2,NONE,A1,NONE,A1,NONE,NONE,F9,F9,NONE,NONE,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Public Service & Social Science,Sciences & Mathematics,2,Industrial Mathematics
C5,F9,E8,D7,NONE,NONE,NONE,A1,NONE,A1,E8,NONE,NONE,B3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sciences & Mathematics,Agriculture & Environmental Science,5,Islamic Law (Sharia)
C4,A1,C4,NONE,NONE,C5,F9,B3,A1,C6,NONE,NONE,NONE,NONE,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Law & Legal Studies,Business & Management,1,History
B3,B3,NONE,C5,C6,NONE,C4,NONE,NONE,NONE,C4,E8,A1,NONE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Arts & Humanities,Public Service & Social Science,3,Education and Biology
C6,B3,A1,C4,C5,NONE,NONE,C5,NONE,NONE,NONE,NONE,B3,C4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Agriculture & Environmental Science,Education & Teaching,1,Education and Mathematics
A1,C4,NONE,A1,E8,A1,NONE,NONE,B3,NONE,D7,NONE,NONE,C4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Public Service & Social Science,Business & Management,3,Statistics
C4,B3,C4,NONE,NONE,B3,C4,A1,B3,NONE,B2,NONE,NONE,NONE,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Education & Teaching,Law & Legal Studies,1,Public Administration
B3,C4,NONE,C6,NONE,C6,C5,C5,NONE,NONE,NONE,A1,A1,NONE,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Law & Legal Studies,Arts & Humanities,4,Geography
B3,B3,B2,NONE,NONE,C6,B2,NONE,NONE,C4,B2,A1,NONE,NONE,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Business & Management,Health & Life Sciences,4,Business Administration
B3,C6,B3,A1,NONE,NONE,C4,D7,NONE,C6,NONE,B2,NONE,NONE,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Law & Legal Studies,Business & Management,3,Architecture
A1,B2,NONE,D7,NONE,C4,C5,C4,NONE,C4,NONE,NONE,C5,NONE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Arts & Humanities,Engineering & Computing,1,Law
C4,C6,NONE,C6,A1,A1,C5,NONE,A1,NONE,NONE,NONE,NONE,F9,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Agriculture & Environmental Science,Health & Life Sciences,5,Statistics
B3,B3,C6,C4,NONE,A1,C5,NONE,NONE,C5,NONE,NONE,D7,NONE,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Engineering & Computing,Agriculture & Environmental Science,4,Social Work
C4,C6,B3,B3,NONE,NONE,B3,B3,NONE,D7,NONE,NONE,D7,NONE,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Law & Legal Studies,Health & Life Sciences,1,Architecture
B3,C4,B3,C4,B3,NONE,C6,NONE,B2,B3,NONE,NONE,NONE,NONE,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Public Service & Social Science,1,Veterinary Medicine
B3,B3,B3,B2,NONE,NONE,C6,NONE,NONE,NONE,B2,B3,NONE,A1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Agriculture & Environmental Science,Engineering & Computing,4,Architecture
C4,B2,C4,A1,C5,NONE,NONE,C4,C4,NONE,NONE,NONE,NONE,E8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Engineering & Computing,Business & Management,2,Chemical Engineering
C5,B3,NONE,C4,NONE,NONE,C4,B2,A1,D7,NONE,C4,NONE,NONE,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Law & Legal Studies,Business & Management,1,International Relations
A1,C5,NONE,NONE,NONE,C4,C5,NONE,C4,NONE,F9,B3,NONE,C6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Sciences & Mathematics,Arts & Humanities,5,Social Work
A1,C5,NONE,C5,NONE,B3,E8,B2,NONE,C4,NONE,NONE,F9,NONE,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Sciences & Mathematics,Agriculture & Environmental Science,1,Statistics
C4,B3,NONE,A1,NONE,C4,NONE,C6,B3,C5,NONE,NONE,A1,NONE,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Health & Life Sciences,Sciences & Mathematics,2,Education and English Language
C4,B3,NONE,NONE,C5,C4,D7,NONE,NONE,D7,B3,C5,NONE,NONE,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Sciences & Mathematics,Law & Legal Studies,3,Accounting
B3,C5,NONE,NONE,NONE,C4,NONE,B3,C4,NONE,B2,D7,NONE,C4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Business & Management,Public Service & Social Science,4,Public Administration
C6,B3,NONE,NONE,NONE,A1,NONE,C4,C4,C4,B3,NONE,C6,NONE,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Sciences & Mathematics,Sciences & Mathematics,4,History
B3,A1,A1,B3,B2,B3,B2,NONE,NONE,NONE,NONE,B3,NONE,NONE,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Business & Management,Agriculture & Environmental Science,4,Statistics
B2,C5,NONE,E8,NONE,C6,B2,NONE,NONE,NONE,NONE,C5,C6,C4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Public Service & Social Science,Engineering & Computing,1,Social Work
C4,C4,C5,NONE,A1,A1,NONE,C4,NONE,NONE,C4,C6,NONE,NONE,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Law & Legal Studies,Engineering & Computing,3,Marketing
C6,B3,NONE,F9,NONE,C4,NONE,C4,NONE,B3,B2,NONE,A1,NONE,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Engineering & Computing,Business & Management,2,Law
C6,C5,NONE,NONE,D7,NONE,NONE,C4,NONE,B3,NONE,C5,C4,C4,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Health & Life Sciences,Education & Teaching,5,Islamic Law (Sharia)
C5,C4,B3,NONE,F9,A1,C4,NONE,NONE,C4,NONE,NONE,NONE,C4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Health & Life Sciences,Arts & Humanities,4,Social Work
C6,C4,C6,B2,C4,NONE,NONE,NONE,E8,B3,NONE,NONE,D7,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Arts & Humanities,1,Veterinary Medicine
B2,C6,NONE,D7,NONE,C4,C4,C5,NONE,D7,NONE,NONE,NONE,E8,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Health & Life Sciences,Engineering & Computing,1,Demography and Social Statistics
A1,B3,NONE,C4,C4,NONE,E8,E8,NONE,NONE,E8,NONE,E8,NONE,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Education & Teaching,Arts & Humanities,1,Education and Biology
C4,C4,B2,C4,NONE,NONE,C4,B2,NONE,B3,NONE,B2,NONE,NONE,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Business & Management,Business & Management,1,Education and Mathematics
C4,C4,NONE,NONE,NONE,C4,C5,C5,NONE,B2,C5,C5,NONE,NONE,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Law & Legal Studies,Health & Life Sciences,5,Accounting
A1,C5,NONE,NONE,NONE,B2,D7,E8,C5,NONE,C6,C6,NONE,NONE,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Sciences & Mathematics,Sciences & Mathematics,2,Accounting
C4,C4,NONE,B3,E8,A1,NONE,NONE,B2,C5,NONE,NONE,C4,NONE,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Education & Teaching,Sciences & Mathematics,4,Statistics
C5,C4,C4,NONE,NONE,NONE,B2,B2,B3,B2,C6,NONE,NONE,NONE,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Arts & Humanities,Public Service & Social Science,2,Mass Communication
B2,C6,NONE,C4,B3,NONE,C5,B3,C4,C5,NONE,NONE,NONE,NONE,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Engineering & Computing,Agriculture & Environmental Science,2,Mass Communication
A1,F9,NONE,C5,C4,C4,NONE,C6,B3,C5,NONE,NONE,NONE,NONE,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Engineering & Computing,Engineering & Computing,4,History
B2,C5,B3,NONE,NONE,B2,NONE,B3,B3,NONE,B3,NONE,C4,NONE,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Education & Teaching,Arts & Humanities,5,Public Administration
C5,A1,A1,B3,B2,B3,NONE,NONE,NONE,B3,B3,NONE,NONE,NONE,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Arts & Humanities,1,Medicine and Surgery
A1,C5,B2,B2,B3,NONE,NONE,NONE,NONE,NONE,C6,C5,NONE,C5,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Law & Legal Studies,Arts & Humanities,3,Biochemistry
C5,A1,C5,B2,NONE,NONE,C4,C4,NONE,NONE,F9,NONE,NONE,C6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Public Service & Social Science,Sciences & Mathematics,5,Architecture
B2,B3,B3,C4,NONE,B3,C5,NONE,NONE,NONE,B2,NONE,F9,NONE,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Law & Legal Studies,4,Electrical Engineering
B3,B3,NONE,C5,A1,NONE,C6,NONE,NONE,D7,NONE,D7,NONE,B2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Sciences & Mathematics,Agriculture & Environmental Science,3,Agriculture
A1,B2,C5,B3,E8,B3,NONE,NONE,A1,NONE,B3,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Education & Teaching,Education & Teaching,1,Education and Mathematics
C6,C5,NONE,B3,NONE,C4,NONE,C4,NONE,A1,NONE,NONE,B3,B2,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Health & Life Sciences,Law & Legal Studies,5,Common Law
B2,A1,A1,B3,NONE,C6,C5,B3,C4,NONE,NONE,NONE,NONE,NONE,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Health & Life Sciences,Arts & Humanities,2,Political Science
C6,C5,NONE,B2,E8,C5,NONE,NONE,NONE,B2,NONE,B3,F9,NONE,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Arts & Humanities,Agriculture & Environmental Science,2,Statistics
C5,C4,NONE,C5,NONE,C5,NONE,C5,C4,NONE,NONE,B2,NONE,C5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Agriculture & Environmental Science,Agriculture & Environmental Science,4,Statistics
B3,C4,C5,B2,E8,NONE,D7,NONE,NONE,F9,A1,NONE,NONE,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Health & Life Sciences,Law & Legal Studies,5,Mechanical Engineering
C4,C5,C5,C4,NONE,NONE,C4,C4,B3,NONE,NONE,NONE,NONE,E8,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Business & Management,Agriculture & Environmental Science,1,International Relations
C5,C6,NONE,NONE,NONE,C5,C5,B2,B2,NONE,NONE,C4,NONE,F9,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Law & Legal Studies,Health & Life Sciences,1,International Relations
C5,C4,C4,C4,NONE,B3,C4,NONE,NONE,D7,NONE,B2,NONE,NONE,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Business & Management,Education & Teaching,1,Industrial Mathematics
C6,D7,NONE,NONE,NONE,NONE,D7,B3,C5,B3,NONE,D7,A1,NONE,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Public Service & Social Science,Education & Teaching,4,Mass Communication
C5,C6,B3,C5,NONE,A1,NONE,C5,NONE,NONE,C6,NONE,A1,NONE,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Health & Life Sciences,Public Service & Social Science,1,Chemical Engineering
B2,B3,NONE,C4,C6,NONE,B3,NONE,NONE,A1,B3,NONE,D7,NONE,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Agriculture & Environmental Science,Agriculture & Environmental Science,4,Agriculture
C4,C5,B3,NONE,NONE,C4,NONE,B3,NONE,C5,C4,B3,NONE,NONE,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Arts & Humanities,Public Service & Social Science,2,Accounting
B3,C5,A1,C5,C6,NONE,C5,C4,NONE,NONE,NONE,C4,NONE,NONE,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Business & Management,Business & Management,4,Physiotherapy
C5,C6,C4,B2,NONE,NONE,NONE,D7,C4,NONE,C6,NONE,NONE,C4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Sciences & Mathematics,Law & Legal Studies,2,Civil Engineering
C4,B3,NONE,NONE,C6,C5,NONE,A1,B3,NONE,B3,NONE,NONE,A1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Business & Management,Education & Teaching,4,Public Administration
B3,C5,B3,C4,NONE,A1,NONE,NONE,A1,NONE,NONE,B3,NONE,B3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Engineering & Computing,Sciences & Mathematics,4,Industrial Mathematics
C5,C5,A1,NONE,NONE,NONE,NONE,C6,B2,A1,A1,E8,NONE,NONE,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Health & Life Sciences,Business & Management,2,Mass Communication
B3,B3,NONE,C4,B2,NONE,NONE,C5,C4,NONE,A1,NONE,NONE,C4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Law & Legal Studies,Engineering & Computing,3,Biological Sciences
B2,C6,NONE,NONE,NONE,C5,C4,B3,C5,NONE,NONE,B2,NONE,B3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Education & Teaching,Health & Life Sciences,2,Economics
C4,C4,B3,NONE,NONE,C4,NONE,C5,C5,C5,NONE,NONE,C6,NONE,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Sciences & Mathematics,Engineering & Computing,5,History
C6,B2,NONE,A1,B2,B3,C4,NONE,NONE,F9,NONE,NONE,A1,NONE,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Business & Management,Public Service & Social Science,3,Education and Biology
B2,C5,B3,C6,E8,NONE,B3,E8,NONE,NONE,NONE,NONE,C6,NONE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Law & Legal Studies,Health & Life Sciences,1,Architecture
